Bandit,Reward,Algorithm
3,3.9569051702224494,EpsilonGreedyBandit
3,3.621959318499657,EpsilonGreedyBandit
3,3.709053165843435,EpsilonGreedyBandit
3,2.554181992481718,EpsilonGreedyBandit
3,4.537969197089582,EpsilonGreedyBandit
3,3.719535327531603,EpsilonGreedyBandit
3,4.331064621041638,EpsilonGreedyBandit
3,4.149613978901107,EpsilonGreedyBandit
3,4.260634071711836,EpsilonGreedyBandit
3,4.072245577416702,EpsilonGreedyBandit
3,4.423595397831743,EpsilonGreedyBandit
3,3.7495932942777523,EpsilonGreedyBandit
3,5.037986720564683,EpsilonGreedyBandit
3,3.478940424836321,EpsilonGreedyBandit
3,4.08127822817933,EpsilonGreedyBandit
3,5.628050401794377,EpsilonGreedyBandit
3,2.8332643975973606,EpsilonGreedyBandit
3,3.488602282970061,EpsilonGreedyBandit
3,4.821324136234427,EpsilonGreedyBandit
3,5.074842517580759,EpsilonGreedyBandit
3,3.9763810971809432,EpsilonGreedyBandit
3,4.187976473480084,EpsilonGreedyBandit
3,3.7826397194498234,EpsilonGreedyBandit
3,2.8965252480964327,EpsilonGreedyBandit
3,2.8499497523454984,EpsilonGreedyBandit
3,4.197218103417551,EpsilonGreedyBandit
3,2.0591312206280517,EpsilonGreedyBandit
3,3.7155449951022854,EpsilonGreedyBandit
3,5.086140505511632,EpsilonGreedyBandit
3,2.420667882780828,EpsilonGreedyBandit
3,6.2541466480898364,EpsilonGreedyBandit
3,2.4923622013230453,EpsilonGreedyBandit
3,4.457518663625256,EpsilonGreedyBandit
3,4.4208712814134525,EpsilonGreedyBandit
3,4.303275065884616,EpsilonGreedyBandit
3,5.113224152883124,EpsilonGreedyBandit
3,3.162723525175439,EpsilonGreedyBandit
3,7.02538684255533,EpsilonGreedyBandit
3,4.713397938803741,EpsilonGreedyBandit
3,3.287114295287293,EpsilonGreedyBandit
3,4.500824933100631,EpsilonGreedyBandit
3,3.3436456438086934,EpsilonGreedyBandit
3,5.155450882852937,EpsilonGreedyBandit
3,1.7104355099087498,EpsilonGreedyBandit
3,2.840746882686963,EpsilonGreedyBandit
3,3.472828851758612,EpsilonGreedyBandit
3,3.9898620134215146,EpsilonGreedyBandit
3,4.455783486045234,EpsilonGreedyBandit
3,3.979631537100696,EpsilonGreedyBandit
3,3.8292695779889203,EpsilonGreedyBandit
3,4.8399226117791505,EpsilonGreedyBandit
3,4.342681021532624,EpsilonGreedyBandit
3,2.2228216343268086,EpsilonGreedyBandit
3,4.007416184046854,EpsilonGreedyBandit
3,5.184282111276472,EpsilonGreedyBandit
3,2.1193556344244966,EpsilonGreedyBandit
3,4.955101954463314,EpsilonGreedyBandit
3,5.803899581749628,EpsilonGreedyBandit
3,4.177950742077472,EpsilonGreedyBandit
3,3.1938193378249804,EpsilonGreedyBandit
3,1.9056790984601228,EpsilonGreedyBandit
3,3.5127199188883105,EpsilonGreedyBandit
3,2.7063023567705833,EpsilonGreedyBandit
3,3.765611190846292,EpsilonGreedyBandit
3,4.0221721526726455,EpsilonGreedyBandit
3,3.162895609384154,EpsilonGreedyBandit
3,4.131861200268734,EpsilonGreedyBandit
3,3.666717736928533,EpsilonGreedyBandit
3,2.861144188098081,EpsilonGreedyBandit
3,3.854366321711265,EpsilonGreedyBandit
3,4.188745480042154,EpsilonGreedyBandit
3,6.0449283766079365,EpsilonGreedyBandit
3,3.566494228367646,EpsilonGreedyBandit
3,3.4713781460339685,EpsilonGreedyBandit
3,4.292575385801842,EpsilonGreedyBandit
3,4.571720494939099,EpsilonGreedyBandit
3,4.806143221048833,EpsilonGreedyBandit
3,4.476778825751811,EpsilonGreedyBandit
3,2.990280024900434,EpsilonGreedyBandit
3,4.710401966514554,EpsilonGreedyBandit
3,5.596902319356162,EpsilonGreedyBandit
3,2.936273981991172,EpsilonGreedyBandit
3,2.530295998497042,EpsilonGreedyBandit
3,5.823282666156401,EpsilonGreedyBandit
3,2.8421280134109015,EpsilonGreedyBandit
3,2.6109761075438476,EpsilonGreedyBandit
3,2.969443996126747,EpsilonGreedyBandit
3,4.029326417051516,EpsilonGreedyBandit
3,5.074221804724776,EpsilonGreedyBandit
3,5.065330349237763,EpsilonGreedyBandit
3,4.017318775168162,EpsilonGreedyBandit
3,3.7209246699341874,EpsilonGreedyBandit
3,3.1430239659633146,EpsilonGreedyBandit
3,2.799632364004514,EpsilonGreedyBandit
3,4.120121727925439,EpsilonGreedyBandit
3,5.853635184933142,EpsilonGreedyBandit
3,3.7949174338448923,EpsilonGreedyBandit
3,3.3539004460456967,EpsilonGreedyBandit
3,4.000749134448791,EpsilonGreedyBandit
3,4.005518775499332,EpsilonGreedyBandit
3,5.547932346424856,EpsilonGreedyBandit
3,5.431345998680759,EpsilonGreedyBandit
3,4.520642050285641,EpsilonGreedyBandit
3,3.258006267440825,EpsilonGreedyBandit
3,5.037034378724913,EpsilonGreedyBandit
3,3.060966876296635,EpsilonGreedyBandit
3,3.959370070157595,EpsilonGreedyBandit
3,3.301172286803922,EpsilonGreedyBandit
3,4.015078706080453,EpsilonGreedyBandit
3,4.0323590681288906,EpsilonGreedyBandit
3,3.304888366299146,EpsilonGreedyBandit
3,3.2642710256278207,EpsilonGreedyBandit
3,3.6367404771920024,EpsilonGreedyBandit
3,2.2239894420723365,EpsilonGreedyBandit
3,5.296248989101612,EpsilonGreedyBandit
3,4.154980890743834,EpsilonGreedyBandit
3,4.453777010635822,EpsilonGreedyBandit
3,4.725795823159502,EpsilonGreedyBandit
3,1.7108792134165562,EpsilonGreedyBandit
3,4.222912838830152,EpsilonGreedyBandit
3,5.610783600929071,EpsilonGreedyBandit
3,2.2285256730231233,EpsilonGreedyBandit
3,3.05040556164278,EpsilonGreedyBandit
3,3.3377532608903255,EpsilonGreedyBandit
3,3.9826885630325903,EpsilonGreedyBandit
3,4.263176893602082,EpsilonGreedyBandit
3,5.245707933255573,EpsilonGreedyBandit
3,3.1211285020760977,EpsilonGreedyBandit
3,2.45127295298586,EpsilonGreedyBandit
3,4.655345101427916,EpsilonGreedyBandit
3,3.882888173553066,EpsilonGreedyBandit
3,4.408855312711055,EpsilonGreedyBandit
3,4.5674320817171195,EpsilonGreedyBandit
3,4.914228244059044,EpsilonGreedyBandit
3,4.123658069440329,EpsilonGreedyBandit
3,4.564778373666072,EpsilonGreedyBandit
3,5.304079654983506,EpsilonGreedyBandit
3,3.906662766131849,EpsilonGreedyBandit
3,3.9125166722805975,EpsilonGreedyBandit
3,2.35059016725493,EpsilonGreedyBandit
3,5.919511655795729,EpsilonGreedyBandit
3,3.7673717736501855,EpsilonGreedyBandit
3,4.095852028717879,EpsilonGreedyBandit
3,4.062470378350584,EpsilonGreedyBandit
3,4.084011013557189,EpsilonGreedyBandit
3,3.6153520042814473,EpsilonGreedyBandit
3,3.6094149648544307,EpsilonGreedyBandit
3,5.396198716240318,EpsilonGreedyBandit
3,5.204889405094973,EpsilonGreedyBandit
3,3.580792373450314,EpsilonGreedyBandit
3,4.886519930898222,EpsilonGreedyBandit
3,5.086748434476737,EpsilonGreedyBandit
3,5.203614207907815,EpsilonGreedyBandit
3,3.52000375240107,EpsilonGreedyBandit
3,4.777985558969965,EpsilonGreedyBandit
3,3.5760512751673894,EpsilonGreedyBandit
3,4.98722105919661,EpsilonGreedyBandit
3,4.161894914388739,EpsilonGreedyBandit
3,5.247999093069114,EpsilonGreedyBandit
3,4.863496199358255,EpsilonGreedyBandit
3,3.5718671939540716,EpsilonGreedyBandit
3,5.398111245005872,EpsilonGreedyBandit
3,5.035427693710938,EpsilonGreedyBandit
3,5.055239198068119,EpsilonGreedyBandit
3,2.244835643531294,EpsilonGreedyBandit
3,4.3923829816198126,EpsilonGreedyBandit
3,3.674566363223465,EpsilonGreedyBandit
3,2.3887584866666147,EpsilonGreedyBandit
3,4.917722540587808,EpsilonGreedyBandit
3,3.9292917997129515,EpsilonGreedyBandit
3,4.313036489544803,EpsilonGreedyBandit
3,3.2591747138172096,EpsilonGreedyBandit
3,3.2993908798384015,EpsilonGreedyBandit
3,3.0070346940832064,EpsilonGreedyBandit
3,5.559093081538685,EpsilonGreedyBandit
3,3.5219525964097524,EpsilonGreedyBandit
3,3.7681727767608852,EpsilonGreedyBandit
3,4.37105399944488,EpsilonGreedyBandit
3,4.55857578948261,EpsilonGreedyBandit
3,4.711191681615799,EpsilonGreedyBandit
3,5.480162623814763,EpsilonGreedyBandit
3,3.535420783781419,EpsilonGreedyBandit
3,3.610122410522082,EpsilonGreedyBandit
3,5.558217504345988,EpsilonGreedyBandit
3,4.315872553470658,EpsilonGreedyBandit
3,4.08864538056664,EpsilonGreedyBandit
3,4.755667426774647,EpsilonGreedyBandit
3,3.870811835774711,EpsilonGreedyBandit
3,2.7193225281182425,EpsilonGreedyBandit
3,2.3499512460147627,EpsilonGreedyBandit
3,3.0385316496553907,EpsilonGreedyBandit
3,4.447027707945305,EpsilonGreedyBandit
3,3.4784596291214886,EpsilonGreedyBandit
3,3.6349088649587706,EpsilonGreedyBandit
3,4.550025852115832,EpsilonGreedyBandit
3,3.962967155242154,EpsilonGreedyBandit
3,3.3222115973816844,EpsilonGreedyBandit
3,4.577045826687343,EpsilonGreedyBandit
3,3.8133215887807284,EpsilonGreedyBandit
3,3.2131767452344078,EpsilonGreedyBandit
3,4.549270426594562,EpsilonGreedyBandit
3,3.310355559971074,EpsilonGreedyBandit
3,4.357322640108808,EpsilonGreedyBandit
3,3.844072908268525,EpsilonGreedyBandit
3,2.610065206115615,EpsilonGreedyBandit
3,3.69330736829977,EpsilonGreedyBandit
3,4.904381152442468,EpsilonGreedyBandit
3,2.1856416758194337,EpsilonGreedyBandit
3,3.1288522493155053,EpsilonGreedyBandit
3,2.2374712515128516,EpsilonGreedyBandit
3,4.322943473262069,EpsilonGreedyBandit
3,3.601446945782159,EpsilonGreedyBandit
3,4.417981241479933,EpsilonGreedyBandit
3,5.911099938287859,EpsilonGreedyBandit
3,4.182897574745021,EpsilonGreedyBandit
3,3.478736091793421,EpsilonGreedyBandit
3,3.39712374639761,EpsilonGreedyBandit
3,4.276375592903165,EpsilonGreedyBandit
3,4.156912316196531,EpsilonGreedyBandit
3,3.490805964746727,EpsilonGreedyBandit
3,4.701754222294877,EpsilonGreedyBandit
3,6.106898762774314,EpsilonGreedyBandit
3,4.747843782341808,EpsilonGreedyBandit
3,4.004170648907672,EpsilonGreedyBandit
3,5.0871225859655675,EpsilonGreedyBandit
3,2.6045526175075313,EpsilonGreedyBandit
3,3.585368662730229,EpsilonGreedyBandit
3,2.8903280218151846,EpsilonGreedyBandit
3,3.667457365660842,EpsilonGreedyBandit
3,2.875725849637486,EpsilonGreedyBandit
3,5.067855118582476,EpsilonGreedyBandit
3,4.464187565990664,EpsilonGreedyBandit
3,2.872842195168892,EpsilonGreedyBandit
3,6.006350759727333,EpsilonGreedyBandit
3,3.517216691285194,EpsilonGreedyBandit
3,3.4545870748169705,EpsilonGreedyBandit
3,3.18474929078859,EpsilonGreedyBandit
3,4.492640979999443,EpsilonGreedyBandit
3,2.4495806915660383,EpsilonGreedyBandit
3,3.656669986662476,EpsilonGreedyBandit
3,4.053132009504104,EpsilonGreedyBandit
3,3.3375609149214993,EpsilonGreedyBandit
3,3.4982255289402353,EpsilonGreedyBandit
3,2.814582543127143,EpsilonGreedyBandit
3,3.7055594855748177,EpsilonGreedyBandit
3,5.071691822284203,EpsilonGreedyBandit
3,4.909740079036383,EpsilonGreedyBandit
3,2.2963828214937223,EpsilonGreedyBandit
3,3.747348693047631,EpsilonGreedyBandit
3,4.555664923915435,EpsilonGreedyBandit
3,3.396618051619118,EpsilonGreedyBandit
3,2.5181869348768964,EpsilonGreedyBandit
3,3.078698695605347,EpsilonGreedyBandit
3,3.077204112169834,EpsilonGreedyBandit
3,2.9311622871885517,EpsilonGreedyBandit
3,2.778480344470295,EpsilonGreedyBandit
3,2.8158058813289886,EpsilonGreedyBandit
3,2.559957789084603,EpsilonGreedyBandit
3,4.990792518601187,EpsilonGreedyBandit
3,3.8095928718923986,EpsilonGreedyBandit
3,5.6661691953103475,EpsilonGreedyBandit
3,4.76549757176067,EpsilonGreedyBandit
3,3.25100902676335,EpsilonGreedyBandit
3,4.510859103364684,EpsilonGreedyBandit
3,2.5902564793215093,EpsilonGreedyBandit
3,5.6813854751682324,EpsilonGreedyBandit
3,3.030534211525276,EpsilonGreedyBandit
3,4.743388863657343,EpsilonGreedyBandit
3,3.953443041766466,EpsilonGreedyBandit
3,4.371613276522768,EpsilonGreedyBandit
3,4.254888478754301,EpsilonGreedyBandit
3,2.9978881637622337,EpsilonGreedyBandit
3,4.623892968289668,EpsilonGreedyBandit
3,3.0812055356100645,EpsilonGreedyBandit
3,4.515209071028243,EpsilonGreedyBandit
3,4.184496342302668,EpsilonGreedyBandit
3,3.6619958338282887,EpsilonGreedyBandit
3,4.992346150450286,EpsilonGreedyBandit
3,5.140735068419084,EpsilonGreedyBandit
3,3.0254874430933048,EpsilonGreedyBandit
3,3.8779299074564895,EpsilonGreedyBandit
3,2.757585500214981,EpsilonGreedyBandit
3,3.1614853868752295,EpsilonGreedyBandit
3,4.109741028676166,EpsilonGreedyBandit
3,3.8990281057461336,EpsilonGreedyBandit
3,3.7085019825421317,EpsilonGreedyBandit
3,2.8094663318527915,EpsilonGreedyBandit
3,4.946674128081111,EpsilonGreedyBandit
3,3.0014685720028638,EpsilonGreedyBandit
3,4.61176176320052,EpsilonGreedyBandit
3,3.3067370789526565,EpsilonGreedyBandit
3,2.422026427830096,EpsilonGreedyBandit
3,4.151846996557175,EpsilonGreedyBandit
3,2.2435901779779748,EpsilonGreedyBandit
3,0.8993897021802022,EpsilonGreedyBandit
3,4.0391912690511536,EpsilonGreedyBandit
3,4.368876997602464,EpsilonGreedyBandit
1,0.3554329276096748,EpsilonGreedyBandit
3,3.7649517918218343,EpsilonGreedyBandit
3,3.5353934174078665,EpsilonGreedyBandit
3,4.827819530598194,EpsilonGreedyBandit
3,0.7886256880553972,EpsilonGreedyBandit
3,5.70710867535816,EpsilonGreedyBandit
3,4.064108873503314,EpsilonGreedyBandit
3,3.473469958151902,EpsilonGreedyBandit
3,3.6896776379349383,EpsilonGreedyBandit
3,5.1977587087879105,EpsilonGreedyBandit
3,6.007550012291583,EpsilonGreedyBandit
3,2.5415687343406876,EpsilonGreedyBandit
3,4.938564002357537,EpsilonGreedyBandit
3,4.500128869251349,EpsilonGreedyBandit
3,5.176734345587159,EpsilonGreedyBandit
3,3.267515216481036,EpsilonGreedyBandit
3,5.004074938710614,EpsilonGreedyBandit
3,3.8423080213077414,EpsilonGreedyBandit
3,5.417739224838374,EpsilonGreedyBandit
3,4.602386871416604,EpsilonGreedyBandit
3,3.7908815247792025,EpsilonGreedyBandit
3,4.2289115082145,EpsilonGreedyBandit
3,5.132464903155037,EpsilonGreedyBandit
3,4.64401453286619,EpsilonGreedyBandit
3,2.447028838808369,EpsilonGreedyBandit
3,4.330638960296639,EpsilonGreedyBandit
3,6.088986770530363,EpsilonGreedyBandit
3,3.012686736753072,EpsilonGreedyBandit
3,4.4435116473611025,EpsilonGreedyBandit
3,5.0067670170983325,EpsilonGreedyBandit
3,2.7845746609884383,EpsilonGreedyBandit
3,4.267695934478303,EpsilonGreedyBandit
3,7.274855131042824,EpsilonGreedyBandit
3,5.626576754236512,EpsilonGreedyBandit
3,4.581503471934127,EpsilonGreedyBandit
3,3.1236524045365544,EpsilonGreedyBandit
3,3.0683618557852093,EpsilonGreedyBandit
3,4.5481287079935795,EpsilonGreedyBandit
3,4.194012938033633,EpsilonGreedyBandit
3,3.2442004084787914,EpsilonGreedyBandit
3,2.9841575169395345,EpsilonGreedyBandit
3,4.354537505990752,EpsilonGreedyBandit
3,3.0052976557367725,EpsilonGreedyBandit
3,2.9330478202299064,EpsilonGreedyBandit
3,4.725927465123997,EpsilonGreedyBandit
3,4.881003052516477,EpsilonGreedyBandit
3,5.275087877087391,EpsilonGreedyBandit
3,3.633465004368314,EpsilonGreedyBandit
3,4.283735053393424,EpsilonGreedyBandit
3,4.134417334826596,EpsilonGreedyBandit
3,3.531116195637976,EpsilonGreedyBandit
3,3.1322722922068813,EpsilonGreedyBandit
3,4.349458172391745,EpsilonGreedyBandit
3,4.52816025049897,EpsilonGreedyBandit
3,2.6560272493841883,EpsilonGreedyBandit
3,2.5381562085946046,EpsilonGreedyBandit
3,3.8411647127075668,EpsilonGreedyBandit
3,3.537390506646683,EpsilonGreedyBandit
3,0.9227061438223418,EpsilonGreedyBandit
3,4.170729098581998,EpsilonGreedyBandit
3,4.548081929766893,EpsilonGreedyBandit
3,2.8744580181828656,EpsilonGreedyBandit
3,4.851533932439478,EpsilonGreedyBandit
3,2.8803093989086683,EpsilonGreedyBandit
3,3.553123824862281,EpsilonGreedyBandit
3,5.3778788679970795,EpsilonGreedyBandit
3,4.666111755866637,EpsilonGreedyBandit
3,4.900280714936473,EpsilonGreedyBandit
3,2.6628364573220136,EpsilonGreedyBandit
3,4.383830881261932,EpsilonGreedyBandit
3,5.348125966479633,EpsilonGreedyBandit
3,5.085480559286187,EpsilonGreedyBandit
3,3.683555581135639,EpsilonGreedyBandit
3,5.221879411842205,EpsilonGreedyBandit
3,4.819869710137178,EpsilonGreedyBandit
3,4.562672897313782,EpsilonGreedyBandit
3,3.495709144544403,EpsilonGreedyBandit
3,5.343377573463534,EpsilonGreedyBandit
3,2.6613282174575277,EpsilonGreedyBandit
3,2.8879459256705067,EpsilonGreedyBandit
3,3.9777835198434346,EpsilonGreedyBandit
3,4.409864668867562,EpsilonGreedyBandit
3,5.162613776997989,EpsilonGreedyBandit
3,4.562581552123196,EpsilonGreedyBandit
3,4.167445285522266,EpsilonGreedyBandit
3,4.58857695645017,EpsilonGreedyBandit
3,4.290805083944505,EpsilonGreedyBandit
3,5.578630213610399,EpsilonGreedyBandit
3,4.0603189057369935,EpsilonGreedyBandit
3,4.884591818272049,EpsilonGreedyBandit
3,3.881204582681796,EpsilonGreedyBandit
3,3.4811032415855148,EpsilonGreedyBandit
3,3.623817025659108,EpsilonGreedyBandit
3,3.8681704658773644,EpsilonGreedyBandit
3,3.9563804615786062,EpsilonGreedyBandit
3,4.09570571442528,EpsilonGreedyBandit
3,3.4654468459042405,EpsilonGreedyBandit
3,3.9676112611568244,EpsilonGreedyBandit
3,3.717419008617804,EpsilonGreedyBandit
3,4.959268994136659,EpsilonGreedyBandit
3,3.725935701693737,EpsilonGreedyBandit
3,4.0636513387487,EpsilonGreedyBandit
3,3.737815961608786,EpsilonGreedyBandit
3,4.353676017444406,EpsilonGreedyBandit
3,4.42710330657918,EpsilonGreedyBandit
3,5.248057971021201,EpsilonGreedyBandit
3,4.714735833438777,EpsilonGreedyBandit
3,3.2226100625420253,EpsilonGreedyBandit
3,4.029413710113622,EpsilonGreedyBandit
3,4.321555143533439,EpsilonGreedyBandit
3,3.008299323087263,EpsilonGreedyBandit
3,3.4861206213978986,EpsilonGreedyBandit
3,4.654312015929508,EpsilonGreedyBandit
3,4.606507696276248,EpsilonGreedyBandit
3,5.147729778774586,EpsilonGreedyBandit
3,3.8822478225383414,EpsilonGreedyBandit
3,4.9750174681946975,EpsilonGreedyBandit
3,1.1218186690913767,EpsilonGreedyBandit
3,3.0344143502401724,EpsilonGreedyBandit
3,2.77582021544236,EpsilonGreedyBandit
3,4.480690498488414,EpsilonGreedyBandit
3,3.883875484082137,EpsilonGreedyBandit
3,5.649544868507856,EpsilonGreedyBandit
3,5.413751853486561,EpsilonGreedyBandit
3,3.7946245158086636,EpsilonGreedyBandit
3,3.9912591265324813,EpsilonGreedyBandit
3,4.74680002070794,EpsilonGreedyBandit
3,5.15325947113502,EpsilonGreedyBandit
3,3.1989112083396583,EpsilonGreedyBandit
3,4.133283819439769,EpsilonGreedyBandit
3,5.7468939216649755,EpsilonGreedyBandit
3,4.78164194097192,EpsilonGreedyBandit
3,3.616703177588139,EpsilonGreedyBandit
3,2.978581514651525,EpsilonGreedyBandit
3,3.8486174262305877,EpsilonGreedyBandit
3,2.845042550014937,EpsilonGreedyBandit
3,4.361996429834839,EpsilonGreedyBandit
3,4.235930678448745,EpsilonGreedyBandit
3,3.871058935213631,EpsilonGreedyBandit
3,2.9904627536051773,EpsilonGreedyBandit
3,3.429285660901774,EpsilonGreedyBandit
3,4.819520588321691,EpsilonGreedyBandit
3,3.358721412128753,EpsilonGreedyBandit
3,4.750997794672196,EpsilonGreedyBandit
3,2.4148591617455946,EpsilonGreedyBandit
3,4.752146523454736,EpsilonGreedyBandit
3,3.4095104532399265,EpsilonGreedyBandit
3,4.371859253740814,EpsilonGreedyBandit
3,3.3133925042086076,EpsilonGreedyBandit
3,4.161833051753669,EpsilonGreedyBandit
3,4.470210495929919,EpsilonGreedyBandit
3,5.4619266994089655,EpsilonGreedyBandit
3,4.5777553700909674,EpsilonGreedyBandit
3,2.4113892013197464,EpsilonGreedyBandit
3,4.0311611045094145,EpsilonGreedyBandit
3,5.193358353680048,EpsilonGreedyBandit
3,3.7884744819240597,EpsilonGreedyBandit
3,2.7443806400012747,EpsilonGreedyBandit
3,3.8196319637189116,EpsilonGreedyBandit
3,3.2510274717628196,EpsilonGreedyBandit
3,3.6092566845850373,EpsilonGreedyBandit
3,4.317422894330525,EpsilonGreedyBandit
3,3.2660194605209263,EpsilonGreedyBandit
3,3.7972313965133178,EpsilonGreedyBandit
3,3.890953446795915,EpsilonGreedyBandit
3,3.1800501716226037,EpsilonGreedyBandit
3,4.983173440710176,EpsilonGreedyBandit
3,3.765050472396611,EpsilonGreedyBandit
3,5.8363877178020855,EpsilonGreedyBandit
3,5.969813421953575,EpsilonGreedyBandit
3,6.007043299839235,EpsilonGreedyBandit
3,6.112451739885632,EpsilonGreedyBandit
3,2.984635531146706,EpsilonGreedyBandit
3,5.211086583845304,EpsilonGreedyBandit
3,4.8843911192117035,EpsilonGreedyBandit
3,4.506982109731529,EpsilonGreedyBandit
3,2.987673425419022,EpsilonGreedyBandit
3,4.6895909470301085,EpsilonGreedyBandit
3,4.78073214290565,EpsilonGreedyBandit
3,5.004119870335523,EpsilonGreedyBandit
3,4.502577824767244,EpsilonGreedyBandit
3,5.789443590927041,EpsilonGreedyBandit
3,3.2922891157890497,EpsilonGreedyBandit
3,5.319005165710222,EpsilonGreedyBandit
3,3.942418724697369,EpsilonGreedyBandit
3,4.130887171381997,EpsilonGreedyBandit
3,3.8030106681590943,EpsilonGreedyBandit
3,3.7541931615141473,EpsilonGreedyBandit
3,4.708136493269107,EpsilonGreedyBandit
3,5.1653587940313805,EpsilonGreedyBandit
3,4.992260693213701,EpsilonGreedyBandit
3,3.524860028066661,EpsilonGreedyBandit
3,2.956404053842027,EpsilonGreedyBandit
3,3.4196711562642292,EpsilonGreedyBandit
3,5.58612885369233,EpsilonGreedyBandit
3,3.223755478299942,EpsilonGreedyBandit
3,2.103624471205145,EpsilonGreedyBandit
3,4.364643302106708,EpsilonGreedyBandit
3,3.2829372263129666,EpsilonGreedyBandit
3,3.980744613583032,EpsilonGreedyBandit
3,3.8468442105575376,EpsilonGreedyBandit
3,2.811024252171557,EpsilonGreedyBandit
3,3.6492917347622615,EpsilonGreedyBandit
3,3.472854128800675,EpsilonGreedyBandit
3,3.0366093274501034,EpsilonGreedyBandit
3,3.771605214235754,EpsilonGreedyBandit
3,4.307415178043264,EpsilonGreedyBandit
3,4.363860903452278,EpsilonGreedyBandit
3,3.498138319827091,EpsilonGreedyBandit
3,3.513919666641455,EpsilonGreedyBandit
3,4.1630878183482025,EpsilonGreedyBandit
3,4.034234868060371,EpsilonGreedyBandit
3,2.0399966850594717,EpsilonGreedyBandit
3,2.3332422847100527,EpsilonGreedyBandit
3,4.585631747714482,EpsilonGreedyBandit
3,2.9996032333201503,EpsilonGreedyBandit
3,5.033506718036483,EpsilonGreedyBandit
3,3.4808482312977667,EpsilonGreedyBandit
3,4.601737313702698,EpsilonGreedyBandit
3,4.3799637012132395,EpsilonGreedyBandit
3,4.929599548494595,EpsilonGreedyBandit
3,3.3720345543723926,EpsilonGreedyBandit
3,2.267934469533485,EpsilonGreedyBandit
3,2.417594222064527,EpsilonGreedyBandit
3,2.51956375262675,EpsilonGreedyBandit
